id,name,display_name,production_year,movie_sequel,creative_type,source,production_method,genre,language,movie_board_rating_display_name,movie_release_pattern_display_name,total,Category
96240115,Rambo,Rambo,2008,2,1,3,4,1,3,6,7,112,5
159130115,Django Unchained,Django Unchained,2011,1,5,14,4,13,3,6,7,111,5
28950115,Dear John,Dear John,2010,1,1,3,4,7,3,5,7,111,5
141050115,Moneyball,Moneyball,2010,1,2,2,4,7,3,5,7,111,5
142200115,Ghost Rider Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2010,2,1,14,4,1,3,5,7,110,5
41740115,Fools Gold,Fool's Gold,2008,1,1,14,4,2,3,5,7,109,5
34230115,Earth (2008),earth,2009,1,3,12,4,6,3,1,7,109,5
24370115,Confessions of a Shopaholic,Confessions of a Shopaholic,2009,1,1,3,4,11,3,4,7,108,5
91880115,Planet 51,Planet 51,2009,1,8,14,2,2,3,4,7,108,5
14600115,Body of Lies,Body of Lies,2008,1,1,3,4,12,3,6,7,108,5
72740115,Made of Honor,Made of Honor,2008,1,1,14,4,11,3,5,7,107,5
119930115,Transporter 3,Transporter 3,2008,2,1,14,4,1,3,5,7,107,5
73760115,Man som hatar kvinnor,Män som hatar kvinnor,2008,1,1,3,4,12,3,6,7,107,5
68590115,Life as We Know It,Life as We Know It,2010,1,1,14,4,11,3,5,7,106,5
96640115,"Reader, The",The Reader,2008,1,1,3,4,7,3,6,4,106,5
95750115,Race to Witch Mountain,Race to Witch Mountain,2009,1,8,3,4,2,3,4,7,105,5
42160115,Forgetting Sarah Marshall,Forgetting Sarah Marshall,2008,1,1,14,4,4,3,6,7,105,5
142300115,Great Hope Springs,Hope Springs,2011,1,1,14,4,7,3,5,7,105,5
139180115,Hereafter,Hereafter,2010,1,1,14,4,12,3,5,2,105,5
131850115,Zombieland,Zombieland,2009,1,4,14,4,4,3,6,7,103,5
45510115,Ghosts of Girlfriends Past,Ghosts of Girlfriends Past,2009,1,4,14,4,11,3,5,7,103,5
80980115,My Bloody Valentine,My Bloody Valentine,2009,1,1,15,4,8,3,6,7,103,5
126200115,"Water Horse: Legend of the Deep, The",The Water Horse: Legend of the Deep,2007,1,4,4,4,7,3,4,7,103,5
71240115,Love and Other Drugs,Love and Other Drugs,2010,1,1,2,4,7,3,6,7,103,5
91420115,"Pineapple Express, The",The Pineapple Express,2008,1,1,14,4,4,3,6,7,102,5
157320115,ParaNorman,ParaNorman,2011,1,6,14,6,4,3,4,7,102,5
166700115,Devil Inside The,The Devil Inside,2011,1,4,14,4,8,3,6,7,102,5
158460115,Rivals,The Campaign,2011,1,1,14,4,4,3,6,7,100,4
53450115,Hitman,Hitman,2007,1,1,14,4,1,3,6,7,100,4
135020115,Paul,Paul,2010,1,8,14,4,4,3,6,7,100,5
127690115,Where the Wild Things Are,Where the Wild Things Are,2009,1,4,3,4,2,3,4,7,99,4
146930115,Justin Bieber Never Say Never,Justin Bieber: Never Say Never,2010,1,3,8,4,5,3,1,7,99,4
118320115,"Time Travelers Wife, The",The Time Traveler's Wife,2009,1,8,3,4,7,3,5,7,99,4
139280115,Insidious (2010),Insidious,2010,1,4,14,4,8,3,6,7,99,4
42860115,Fred Claus,Fred Claus,2007,1,1,14,4,4,3,4,7,98,4
147620115,Contraband,Contraband,2011,1,1,15,4,1,3,6,7,98,4
63640115,Kick-Ass,Kick-Ass,2010,1,1,1,4,3,3,6,7,98,4
48530115,Green Zone,Green Zone,2010,1,5,2,4,7,3,6,7,98,4
86200115,Old Dogs,Old Dogs,2009,1,1,14,4,4,3,4,7,97,4
105570115,Shooter,Shooter,2007,1,1,3,4,12,3,6,7,96,4
64050115,Killers,Killers,2009,1,1,14,4,1,3,5,7,96,4
159040115,Artist The,The Artist,2011,1,5,14,4,7,14,5,4,96,4
138470115,Scream 4,Scream 4,2010,2,1,14,4,8,3,6,7,96,4
138450115,Rite The,The Rite,2010,1,2,2,4,8,3,5,7,96,4
115800115,Teenage Mutant Ninja Turtles (2007),TMNT,2007,1,8,1,2,1,3,4,7,95,4
71770115,"Lovely Bones, The",The Lovely Bones,2009,1,4,3,4,7,3,5,4,95,4
84080115,Nims Island,Nim's Island,2008,1,4,3,4,2,3,4,7,94,4
103030115,Season of the Witch,Season of the Witch,2010,1,4,14,4,12,3,5,7,94,4
99740115,Role Models,Role Models,2008,1,1,14,4,4,3,6,7,93,4
76910115,Michael Clayton,Michael Clayton,2007,1,1,14,4,7,3,6,2,93,4
109730115,Speed Racer,Speed Racer,2008,1,8,12,4,1,3,4,7,93,4
49440115,Gwoemul,Gwoemul,2007,1,8,14,4,1,3,6,4,93,4
56470115,"I Love You, Man","I Love You, Man",2009,1,1,14,4,4,3,6,7,92,4
43270115,Friday the 13th (2009),Friday the 13th,2009,2,4,16,4,8,3,6,7,92,4
84560115,No Reservations,No Reservations,2007,1,1,15,4,11,3,4,7,92,4
82200115,Nanny McPhee and the Big Bang,Nanny McPhee and the Big Bang,2010,2,6,3,4,2,3,4,7,92,4
72770115,Madea Goes To Jail (2009),Madea Goes To Jail,2009,1,1,7,4,4,3,5,7,91,4
45140115,Get Him to the Greek,Get Him to the Greek,2010,1,1,16,4,4,3,6,7,91,4
33150115,Drag Me To Hell,Drag Me To Hell,2009,1,4,14,4,8,3,5,7,91,4
111060115,State of Play,State of Play,2009,1,1,12,4,12,3,5,7,91,4
17810115,Burlesque,Burlesque,2010,1,1,14,4,7,3,5,7,90,4
139720115,Red Riding Hood,Red Riding Hood,2010,1,4,4,4,12,3,5,7,90,4
113060115,Suckerpunch,Sucker Punch,2011,1,4,14,4,1,3,6,7,90,4
115050115,"Tale of Despereaux, The",The Tale of Despereaux,2008,1,6,3,2,2,3,1,7,89,4
81610115,My Sisters Keeper,My Sister's Keeper,2009,1,1,3,4,7,3,5,7,89,4
122660115,Underworld 3: Rise of the Lycans,Underworld 3: Rise of the Lycans,2009,2,4,14,4,1,3,6,7,89,4
42600115,Fracture,Fracture,2007,1,1,14,4,12,3,6,7,89,4
66880115,"Last Song, The",The Last Song,2009,1,1,3,4,7,3,4,7,88,4
31100115,Dinner for Schmucks,Dinner for Schmucks,2010,1,1,15,4,4,3,5,7,87,4
136560115,Dolphin Tale,Dolphin Tale,2011,1,2,8,4,7,3,4,7,87,4
64480115,"Kingdom, The",The Kingdom,2007,1,1,14,4,1,3,6,7,87,4
36180115,Epic Movie,Epic Movie,2007,1,1,14,4,4,3,5,7,87,4
140850115,Lincoln Lawyer The,The Lincoln Lawyer,2010,1,1,3,4,12,3,6,7,86,4
75480115,Max Payne,Max Payne,2008,1,1,5,4,1,3,5,7,86,4
78540115,"Mome, La",La Môme,2007,1,2,8,4,7,3,5,4,86,4
142930115,Impossible The,The Impossible,2011,1,2,8,4,7,3,5,4,86,4
76030115,Meet the Spartans,Meet the Spartans,2008,1,5,14,4,4,3,5,7,85,4
140560115,Hall Pass,Hall Pass,2010,1,1,14,4,4,3,6,7,84,4
137280115,Big Mommas Like Father Like Son,"Big Mommas: Like Father, Like Son",2010,2,1,14,4,4,3,5,7,84,4
74700115,Marmaduke,Marmaduke,2010,1,6,1,4,4,3,4,7,84,4
93740115,Priest (2010),Priest in 3D,2010,1,4,1,4,8,3,5,7,84,4
131810115,Zodiac,Zodiac,2007,1,2,3,4,12,3,6,7,83,4
141180115,Piranha 3D,Piranha 3D,2010,1,8,15,4,8,3,6,7,83,4
85810115,Oceans,Oceans,2010,1,3,8,4,6,3,1,4,83,4
136240115,Abduction,Abduction,2010,1,1,14,4,12,3,5,7,82,4
112440115,"Strangers, The",The Strangers,2008,1,1,14,4,12,3,6,7,81,4
93430115,Premonition,Premonition,2007,1,1,14,4,12,3,5,7,81,4
34700115,Edge of Darkness,Edge of Darkness,2010,1,1,12,4,7,3,6,7,81,4
34070115,Duplicity,Duplicity,2009,1,1,14,4,12,3,5,7,81,4
135800115,Vampires Suck,Vampires Suck,2010,1,1,14,4,4,3,5,7,81,4
50280115,Hannibal Rising,Hannibal Rising,2007,1,5,3,4,12,3,6,7,81,4
176970115,Possession The (2011),The Possession,2011,1,4,14,4,8,3,5,7,80,4
960115,30 Days of Night,30 Days of Night,2007,1,4,1,4,8,3,6,7,80,4
30840115,Did You Hear About the Morgans,Did You Hear About the Morgans?,2009,1,1,14,4,11,3,5,7,80,4
26960115,D-War,D-War,2007,1,4,4,4,1,3,5,7,80,4
87770115,"Orfanato, El",El orfanato,2007,1,1,14,4,8,3,6,2,80,4
149040115,Project X (2011),Project X,2011,1,1,14,4,4,3,6,7,79,4
68220115,Letters to Juliet,Letters to Juliet,2010,1,1,2,4,7,3,4,7,79,4
84000115,Nights in Rodanthe,Nights in Rodanthe,2008,1,1,3,4,7,3,5,7,79,4
160310115,J Edgar,J. Edgar,2011,1,2,8,4,7,3,6,4,79,4
54580115,Hot Fuzz,Hot Fuzz,2007,1,1,14,4,4,3,6,7,79,4
135050115,Skyline,Skyline,2010,1,8,14,4,12,3,5,7,79,4
49790115,Halloween (2007),Halloween,2007,2,4,14,4,8,3,6,7,78,4
98750115,Righteous Kill,Righteous Kill,2008,1,1,14,4,12,3,6,7,78,4
87840115,Orphan,Orphan,2009,1,1,14,4,7,3,6,7,78,4
85470115,"Number 23, The",The Number 23,2007,1,1,14,4,12,3,6,7,78,4
87980115,"Other Boleyn Girl, The",The Other Boleyn Girl,2008,1,5,3,4,7,3,5,7,78,4
38250115,Fame (2008),Fame,2009,1,1,15,4,10,3,4,7,78,4
122260115,"Unborn, The (2009)",The Unborn,2009,1,4,14,4,8,3,5,7,77,4
77830115,Mirrors,Mirrors,2008,1,1,15,4,8,3,6,7,77,4
98440115,Revolutionary Road,Revolutionary Road,2008,1,5,3,4,7,3,6,7,77,4
124380115,Vicky Cristina Barcelona,Vicky Cristina Barcelona,2008,1,1,14,4,4,3,5,4,77,4
111920115,Stomp the Yard,Stomp the Yard,2007,1,1,14,4,7,3,5,7,76,4
30770115,Diary of a Wimpy Kid,Diary of a Wimpy Kid,2010,1,1,3,4,4,3,4,7,76,4
116790115,There Will Be Blood,There Will Be Blood,2007,1,5,3,4,7,3,6,1,76,4
135200115,"Change-Up, The",The Change-Up,2011,1,1,14,4,4,3,6,7,76,4
134980115,Easy A,Easy A,2010,1,1,3,4,4,3,5,7,75,4
8660115,"Back-up Plan, The",The Back-up Plan,2009,1,1,14,4,11,3,5,7,75,4
136610115,Frankenweenie,Frankenweenie,2011,1,4,9,6,4,3,4,7,75,4
35260115,Elizabeth: The Golden Age,Elizabeth: The Golden Age,2007,2,2,8,4,7,3,5,7,75,4
67490115,"Leben der Anderen, Das",Das Leben der Anderen,2007,1,5,14,4,7,3,6,4,75,4
83360115,Next,Next,2007,1,8,3,4,1,3,5,7,74,4
51240115,"Haunting in Connecticut, The",The Haunting in Connecticut,2009,1,1,8,4,8,3,5,7,73,4
29130115,Death Race,Death Race,2008,1,8,15,4,1,3,6,7,73,4
64840115,"Kite Runner, The",The Kite Runner,2007,1,1,3,4,7,3,5,4,73,4
85750115,Obsessed,Obsessed,2009,1,1,14,4,12,3,5,7,72,4
43990115,Funny People,Funny People,2009,1,1,14,4,4,3,6,7,72,4
137670115,Cloud Atlas,Cloud Atlas,2011,1,7,3,4,7,3,6,7,72,4
50230115,Hannah Montana Miley Cyrus: Best of Both Worlds Concert Tour,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,2008,1,3,8,4,5,3,1,7,71,4
114950115,Takers,Takers,2009,1,1,14,4,7,3,5,7,71,4
149000115,Dilemma The,The Dilemma,2010,1,1,14,4,4,3,5,7,71,4
113760115,Superhero,Superhero Movie,2008,1,9,14,4,4,3,5,7,71,4
1040115,3:10 to Yuma,3:10 to Yuma,2007,1,5,15,4,13,3,6,7,70,4
54820115,"House Bunny, The",The House Bunny,2008,1,1,14,4,4,3,5,7,70,4
145820115,Diary of A Wimpy Kid 2 Rodick Rules,Diary of a Wimpy Kid: Rodrick Rules,2010,2,1,3,4,4,3,4,7,70,4
66110115,Land of the Lost,Land of the Lost,2009,1,4,12,4,4,3,5,7,70,4
68420115,License to Wed,License to Wed,2007,1,1,14,4,11,3,4,7,70,4
16130115,"Brave One, The",The Brave One,2007,1,1,14,4,7,3,6,7,70,4
91520115,"Pink Panther 2, The",The Pink Panther 2,2009,2,1,14,4,4,3,4,7,70,4
8480115,Babylon A.D.,Babylon A.D.,2008,1,8,3,4,1,3,5,7,70,4
850115,3 Idiots,3 Idiots,2009,1,1,3,4,4,3,5,4,70,4
10670115,Because I Said So,Because I Said So,2007,1,1,14,4,4,3,5,7,69,4
67760115,Legion,Legion,2010,1,4,14,4,12,3,6,7,69,4
110810115,Star Wars: The Clone Wars,Star Wars: The Clone Wars,2008,2,8,14,2,2,3,4,7,68,4
139860115,Spy Kids 4 All the Time in the World,Spy Kids:  All the Time in the World,2011,2,6,14,4,2,3,4,7,68,4
80000115,Mr. Magoriums Wonder Emporium,Mr. Magorium's Wonder Emporium,2007,1,4,14,4,4,3,1,7,68,4
130420115,"X-Files: I Want to Believe, The",The X-Files: I Want to Believe,2008,2,8,12,4,1,3,5,7,68,4
132860115,"Last Exorcism, The",The Last Exorcism,2010,1,1,14,4,8,3,5,7,67,4
161820115,Neighborhood Watch,The Watch,2011,1,1,14,4,4,3,6,7,67,4
76410115,Men Who Stare at Goats,The Men Who Stare at Goats,2009,1,1,3,4,3,3,6,7,67,4
134930115,"Next Three Days, The",The Next Three Days,2010,1,1,15,4,12,3,5,7,67,4
27320115,Dan in Real Life,Dan in Real Life,2007,1,1,14,4,11,3,5,7,66,4
7750115,August Rush,August Rush,2007,1,4,8,4,7,3,4,7,66,4
138970115,Drive,Drive,2011,1,1,3,4,1,3,6,7,66,4
112570115,Street Kings,Street Kings,2008,1,1,14,4,12,3,6,7,66,4
102860115,Se jie,Se jie,2007,1,5,3,4,7,3,2,1,66,4
86190115,Okuribito,Okuribito,2009,1,1,14,4,7,3,5,4,66,4
122580115,Underdog,Underdog,2007,1,4,12,1,2,3,4,7,65,4
142760115,Here Comes the Boom,Here Comes the Boom,2011,1,1,14,4,4,3,4,7,65,4
140570115,Hanna,Hanna,2011,1,1,14,4,7,3,5,7,65,4
139830115,Something Borrowed,Something Borrowed,2010,1,1,3,4,11,3,5,7,65,4
137750115,Colombiana,Colombiana,2011,1,1,14,4,12,3,5,7,65,4
9440115,"Bank Job, The",The Bank Job,2008,1,2,8,4,12,3,6,7,65,4
8430115,Baby Mama,Baby Mama,2008,1,1,14,4,4,3,5,7,64,4
146950115,Moonrise Kingdom,Moonrise Kingdom,2011,1,5,14,4,7,3,5,4,64,4
790115,28 Weeks Later,28 Weeks Later,2007,2,8,14,4,8,3,6,7,64,4
41790115,Footloose (2010),Footloose,2010,1,1,15,4,10,3,5,7,63,4
54670115,Hot Tub Time Machine,Hot Tub Time Machine,2009,1,4,14,4,4,3,6,7,63,4
93340115,Precious (Based on the Novel Push by Sapphire),Precious (Based on the Novel Push by Sapphire),2009,1,5,3,4,7,3,6,4,63,4
134970115,Devil,Devil,2010,1,4,14,4,12,3,5,7,63,4
90510115,Perfect Stranger,Perfect Stranger,2007,1,1,14,4,12,3,6,7,63,4
135210115,Conan,Conan the Barbarian 3D,2010,1,4,3,4,1,3,6,7,63,4
69190115,Lions for Lambs,Lions for Lambs,2007,1,1,14,4,7,3,6,7,63,4
45470115,"Ghost, The",The Ghost Writer,2010,1,1,3,4,12,3,5,4,63,4
84250115,Ninja Assassin,Ninja Assassin,2009,1,1,14,4,1,3,6,7,62,4
139520115,Mechanic The (2010),The Mechanic,2010,1,1,15,4,1,3,6,7,62,4
96770115,"Reaping, The",The Reaping,2007,1,4,14,4,8,3,6,7,62,4
147340115,Tree of Life The (2011),The Tree of Life ,2011,1,5,14,4,7,3,5,4,62,4
41140115,Flickan som lekte med elden,Flickan som lekte med elden,2009,1,1,14,4,12,16,6,4,62,4
128260115,Why Did I Get Married Too,Why Did I Get Married Too?,2009,2,1,7,4,7,3,5,7,61,4
1200115,500 Days of Summer,(500) Days of Summer,2009,1,1,14,4,11,3,5,2,61,4
102180115,Saw VI,Saw VI,2009,2,1,14,4,8,3,6,7,61,4
136090115,127 Hours,127 Hours,2010,1,2,8,4,7,3,6,4,61,4
143400115,Lucky One The,The Lucky One,2011,1,1,3,4,7,3,5,7,60,4
103370115,Secretariat,Secretariat,2010,1,2,8,4,7,3,4,7,60,4
140800115,Larry Crowne,Larry Crowne,2010,1,1,14,4,11,3,5,7,60,4
109460115,Space Chimps,Space Chimps,2008,1,6,14,2,2,3,1,7,60,4
79290115,Morning Glory,Morning Glory,2010,1,1,14,4,4,3,5,7,60,4
3590115,Aliens in the Attic,Aliens in the Attic,2009,1,8,14,4,2,3,4,7,60,4
138820115,Darkest Hour The,The Darkest Hour,2010,1,8,14,4,1,3,5,7,60,4
47210115,Good Luck Chuck,Good Luck Chuck,2007,1,1,14,4,11,3,6,7,59,4
57320115,"Imaginarium of Doctor Parnassus, The",The Imaginarium of Doctor Parnassus,2009,1,4,14,4,2,3,5,4,59,4
6740115,Are We Done Yet,Are We Done Yet?,2007,1,1,15,4,4,3,4,7,58,4
130760115,Year One,Year One,2009,1,5,14,4,4,3,5,7,58,4
154810115,I Hate You Dad,That's My Boy,2011,1,1,14,4,4,3,6,7,58,4
58570115,Inkheart,Inkheart,2009,1,4,3,4,2,3,4,7,58,4
41460115,Fly Me To the Moon,Fly Me To the Moon,2008,1,6,14,2,2,3,1,4,58,4
33180115,Dragon Ball Z,Dragonball Evolution,2009,1,4,12,4,2,3,4,7,58,4
156850115,This is Forty,This is 40,2011,2,1,16,4,4,3,6,7,57,4
94410115,Prom Night (2008),Prom Night,2008,1,1,15,4,8,3,5,7,57,4
37660115,"Eye, The (2007)",The Eye,2008,1,4,15,4,12,3,5,7,57,4
97560115,Remember Me,Remember Me,2010,1,1,14,4,7,3,5,7,57,4
25270115,"Couple of Cops, A",Cop Out,2010,1,1,14,4,4,3,6,7,56,4
107970115,Smokin  Aces,Smokin' Aces,2007,1,1,14,4,4,3,6,7,56,4
29680115,"Definitely, Maybe","Definitely, Maybe",2008,1,1,14,4,11,3,5,7,56,4
59100115,Into the Wild,Into the Wild,2007,1,1,3,4,7,3,6,1,56,4
128250115,Why Did I Get Married (2007),Why Did I Get Married?,2007,1,1,7,4,11,3,5,7,55,4
154370115,Ides of March,The Ides of March,2011,1,1,7,4,7,3,6,7,55,4
25620115,"Crazies, The",The Crazies,2010,1,1,15,4,8,3,6,7,55,4
126430115,We Own the Night,We Own the Night,2007,1,1,14,4,7,3,6,7,55,4
78180115,"Mist, The",The Mist,2007,1,8,3,4,8,3,6,7,55,4
34340115,Eastern Promises,Eastern Promises,2007,1,1,14,4,12,3,6,4,55,4
140540115,Grey The,The Grey,2011,1,1,14,1,12,3,6,7,54,4
76720115,"Messengers, The",The Messengers,2007,1,4,14,4,8,3,5,7,54,4
136600115,Five Year Engagement,The Five-Year Engagement,2011,1,1,14,4,11,3,6,7,54,4
58910115,"International, The",The International,2009,1,1,14,4,12,3,6,7,54,4
84130115,Nine,Nine,2009,1,1,6,4,10,3,5,2,54,4
134910115,Madeas Big Happy Family,Madea's Big Happy Family,2011,1,1,7,4,7,3,5,7,53,4
145300115,Odd Life of Timothy Green The,The Odd Life of Timothy Green,2011,1,4,14,4,7,3,4,7,53,4
123240115,Untraceable,Untraceable,2008,1,1,14,4,12,3,6,7,53,4
43550115,From Paris With Love,From Paris With Love,2009,1,1,14,4,12,3,6,7,53,4
56160115,I Can Do Bad All By Myself,I Can Do Bad All By Myself,2009,1,1,7,4,4,3,5,7,52,4
176960115,Lawless (2011),Lawless,2011,1,5,3,4,7,3,6,7,52,4
23660115,College Road Trip,College Road Trip,2008,1,1,14,4,4,3,1,7,51,4
32820115,Doubt,Doubt,2008,1,5,7,4,7,3,5,4,51,4
28330115,Daybreakers,Daybreakers,2010,1,8,14,4,8,3,6,7,51,4
102900115,Sea Monsters: A Prehistoric Adventure,Sea Monsters: A Prehistoric Adventure,2007,1,3,8,4,6,3,3,7,51,4
110310115,"Spy Next Door, The",The Spy Next Door,2009,1,6,14,4,4,3,4,7,51,4
75930115,Meet Dave,Meet Dave,2008,1,8,14,4,4,3,4,7,51,4
23320115,Coco avant Chanel,Coco avant Chanel,2009,1,2,8,4,7,3,5,4,51,4
117130115,This Christmas,This Christmas,2007,1,1,14,4,7,3,5,7,50,3
97220115,Red Tails,Red Tails,2009,1,5,8,4,1,3,5,7,50,3
141360115,Rock of Ages,Rock of Ages,2011,1,1,6,4,10,3,5,7,50,4
33550115,Drillbit Taylor,Drillbit Taylor,2008,1,1,14,4,4,3,5,7,50,3
77410115,Milk,Milk,2008,1,2,8,4,7,3,6,4,50,4
129740115,"Women, The",The Women,2008,1,1,14,4,4,3,5,7,50,4
48740115,Grindhouse,Grindhouse,2007,1,4,14,4,8,3,6,7,50,4
133500115,"Switch, The",The Switch,2010,1,1,14,4,11,3,5,7,50,3
42520115,"Fourth Kind, The",The Fourth Kind,2009,1,5,14,4,12,3,5,7,50,3
55980115,"Hurt Locker, The",The Hurt Locker,2009,1,1,14,4,7,3,6,4,50,3
29010115,Death at a Funeral (2010),Death at a Funeral,2010,1,1,15,4,4,3,6,7,49,3
61790115,Jonas Brothers 3-D Concert Movie,Jonas Brothers: The 3D Concert Experience,2009,1,3,8,4,5,3,1,7,49,3
105280115,Shes Out of My League,She's Out of My League,2010,1,1,14,4,11,3,6,7,49,3
55160115,How Do You Know,How Do You Know?,2010,1,1,14,4,11,3,6,7,49,3
137100115,Arthur (2010),Arthur,2010,1,1,15,4,4,3,5,7,48,3
133330115,Scott Pilgrim vs. The World,Scott Pilgrim vs. The World,2010,1,1,1,4,4,3,5,7,48,3
134040115,Charlie St. Cloud,Charlie St. Cloud,2010,1,1,3,4,7,3,5,7,48,3
105980115,Shutter,Shutter,2008,1,1,15,4,8,3,5,7,48,3
141440115,Soul Surfer,Soul Surfer,2010,1,2,2,4,7,3,4,7,47,3
25650115,Crazy Heart,Crazy Heart,2009,1,1,14,4,7,3,6,4,47,3
140110115,American The,The American,2010,1,1,14,4,12,3,6,7,47,3
1470115,9,9,2009,1,4,14,2,2,3,5,7,47,3
29280115,"Debt, The",The Debt,2010,1,5,15,4,12,3,6,7,47,3
130220115,"Wrestler, The",The Wrestler,2008,1,1,14,4,7,3,6,4,47,3
4150115,Alpha and Omega,Alpha and Omega 3D,2010,1,6,14,2,2,3,4,7,47,3
9430115,Bangkok Dangerous (2008),Bangkok Dangerous,2008,1,1,15,4,1,3,6,7,47,3
29000115,Death at a Funeral,Death at a Funeral,2007,1,1,14,4,4,3,6,7,47,3
141890115,Dabangg,Dabangg,2010,1,1,14,4,7,8,3,4,47,3
97030115,Red Dawn (2010),Red Dawn,2010,1,1,15,4,1,3,5,7,46,3
79900115,Mr. Brooks,Mr. Brooks,2007,1,1,14,4,12,3,6,7,46,3
142020115,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close,2011,1,5,3,4,7,3,5,4,46,3
82180115,"Nanny Diaries, The",The Nanny Diaries,2007,1,1,3,4,4,3,5,7,46,3
141530115,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011,1,5,3,4,12,3,6,4,46,3
38520115,"Fantastic Mr. Fox, The",The Fantastic Mr. Fox,2009,1,6,3,6,2,3,4,4,46,3
65990115,Lakeview Terrace,Lakeview Terrace,2008,1,1,14,4,12,3,5,7,45,3
66550115,"Last House on the Left, The",The Last House on the Left,2009,1,1,15,4,8,3,6,7,45,3
87060115,One Missed Call,One Missed Call,2008,1,4,15,4,8,3,5,7,45,3
106930115,"Sisterhood of the Traveling Pants 2, The",The Sisterhood of the Traveling Pants 2,2008,2,1,3,4,2,3,5,7,44,3
126750115,Welcome Home Roscoe Jenkins,Welcome Home Roscoe Jenkins,2008,1,1,14,4,4,3,5,7,44,3
136800115,Three Stooges The,The Three Stooges,2011,1,1,15,4,4,3,4,7,44,3
85200115,Notorious (2009),Notorious,2009,1,2,8,4,7,3,6,7,44,3
103650115,Semi-Pro,Semi-Pro,2008,1,5,14,4,4,3,6,7,44,3
95140115,Push,Push,2009,1,8,14,4,12,3,5,7,44,3
122500115,Under the Sea 3-D,Under the Sea 3D,2009,1,3,8,4,6,3,1,4,44,3
135890115,Machete,Machete,2010,1,1,14,4,1,15,6,7,44,3
7470115,Astro Boy,Astro Boy,2009,1,9,1,2,2,3,4,7,44,3
143960115,Des Hommes et Des Dieux,Des Hommes et Des Dieux,2010,1,2,8,4,7,5,6,4,44,3
18250115,Cabin in the Woods,The Cabin in the Woods,2010,1,4,14,4,12,3,6,7,43,3
43010115,Freedom Writers,Freedom Writers,2007,1,2,3,4,7,3,5,7,43,3
50840115,Harold and Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,2008,2,1,14,4,4,3,6,7,43,3
122880115,"Uninvited, The",The Uninvited,2009,1,4,15,4,8,3,5,7,43,3
93690115,Pride and Glory,Pride and Glory,2008,1,1,14,4,7,3,6,7,43,3
33820115,"Duchess, The",The Duchess,2008,1,2,3,4,7,3,5,4,43,3
136690115,One Day,One Day,2011,1,1,3,4,7,3,5,7,43,3
75980115,Meet the Browns,Meet the Browns,2008,1,1,7,4,4,3,5,7,42,3
58510115,"Informant, The",The Informant,2009,1,1,2,4,12,3,6,7,42,3
29670115,Defiance,Defiance,2008,1,5,14,4,7,3,6,7,42,3
81540115,My Name is Khan,My Name is Khan,2009,1,1,14,4,7,3,5,4,42,3
9150115,Balls of Fury,Balls of Fury,2007,1,1,14,4,4,3,5,7,41,3
136170115,30 Minutes or Less,30 Minutes or Less,2011,1,1,14,4,4,3,6,7,41,3
95330115,Quarantined,Quarantine,2008,1,1,14,4,8,3,6,7,41,3
67420115,Leatherheads,Leatherheads,2008,1,5,14,4,11,3,5,7,41,3
125730115,War,War,2007,1,1,14,4,1,3,6,7,41,3
138980115,Drive Angry,Drive Angry,2010,1,4,14,4,1,3,6,7,41,3
134450115,Luftslottet som sprangdes,Luftslottet som sprängdes,2009,2,1,3,4,12,16,6,4,41,3
45310115,Ghajini,Ghajini,2008,1,1,15,4,12,3,3,4,41,3
103180115,"Secret Life of Bees, The",The Secret Life of Bees,2008,1,5,3,4,7,3,5,7,40,3
100100115,"Roommate, The",The Roommate,2010,1,1,14,4,12,3,5,7,40,3
3650115,All About Steve,All About Steve,2009,1,1,14,4,11,3,5,7,40,3
71390115,"Love Guru, The",The Love Guru,2008,1,1,14,4,4,3,5,7,40,3
127440115,When in Rome,When in Rome,2010,1,1,14,4,11,3,5,7,40,3
138310115,House at the End of the Street,House at the End of the Street,2010,1,1,3,4,8,3,5,7,40,3
139580115,Monte Carlo,Monte Carlo,2010,1,1,3,4,11,3,4,7,40,3
74820115,Mars Needs Moms,Mars Needs Moms,2011,1,8,3,2,2,3,4,7,40,3
46790115,Going the Distance,Going the Distance,2010,1,1,14,4,11,3,6,7,40,3
59200115,"Invasion, The",The Invasion,2007,1,8,15,4,12,3,5,7,40,3
15680115,"Boy in the Striped Pyjamas, The",The Boy in the Striped Pyjamas,2008,1,5,3,4,7,3,5,4,40,3
49800115,Halloween 2 (2009),Halloween 2,2009,2,4,14,4,8,3,6,7,39,3
153340115,5050,50/50,2011,1,1,8,4,3,3,6,7,39,3
82950115,Never Back Down,Never Back Down,2008,1,1,14,4,1,3,5,7,39,3
109960115,"Spirit, The",The Spirit,2008,1,9,1,4,1,3,5,7,39,3
40610115,First Sunday,First Sunday,2008,1,1,14,4,4,3,5,7,38,3
41810115,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,For Colored Girls,2010,1,1,7,4,7,3,6,7,38,3
138350115,Jumping the Broom (2010),Jumping the Broom,2011,1,1,14,4,11,3,5,7,38,3
